"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"35781","1","CMEC signed an agreement for proposed El Reventador dam project","","start-actual","","end-actual","China","CHN","Ecuador","ECU","230","Energy Generation and Supply","Pipeline/identification","2004","2004","723295209.8","0.0"
"37813","1","China donated 500000 mosquito nets to Ecuador ","","start-actual","","end-actual","China","CHN","Ecuador","ECU","530","Other commodity assistance","Pipeline/identification"," "," ","0.0","0.0"
"37814","1","China donated 80 computers to Ecuador for office use","","start-actual","","end-actual","China","CHN","Ecuador","ECU","110","Education","Pipeline/identification"," "," ","0.0","0.0"
"37812","1","China donated sports equipment to Ecuador and signed the transition agreement ","","start-actual","","end-actual","China","CHN","Ecuador","ECU","110","Education","Pipeline/identification"," "," ","0.0","0.0"
"35815","1","China loans Ecuador $1.2 million with no interest (Linked to #35814)","","start-actual","","end-actual","China","CHN","Ecuador","ECU","998","Unallocated / Unspecified","Pipeline/identification","2006","2006","1614960.686","0.0"
"35820","1","China invests $5 billion in Ecuador's Ishpingo-Tambococha-Tiputini (ITT) oil field","","start-actual","","end-actual","China","CHN","Ecuador","ECU","230","Energy Generation and Supply","Pipeline/identification","2009","2009","1000000000.0","0.0"
"35722","1","Chinese offers $43 million in emergency aid to Ecuador for infrastructure after storms","","start-actual","","end-actual","China","CHN","Ecuador","ECU","210","Transport and Storage","Pipeline/identification","2002","2002","66125438.1","0.0"
"39424","1","China offers $3 million USD grant for disaster relief","","start-actual","","end-actual","China","CHN","Ecuador","ECU","700","Humanitarian Aid (Including Reconstruction and Recovery)","Pipeline/identification","2002","2002","4959407.857","0.0"
"38675","1","EXIM Bank loan for construction of Xeset 2 hydroelectric plant","","start-actual","","end-actual","China","CHN","Laos","LAO","320","Industry, Mining, Construction","Completion","2001","2001","179584105.8","0.0"
"33680","1","1st Chinese Youth Volunteer Team to Laos","","start-actual","","end-actual","China","CHN","Laos","LAO","430","Other","Completion"," "," ","0.0","0.0"
"33695","1","China assists with cultural palace in Vientiane (Linked to Project ID #33691)","","start-actual","","end-actual","China","CHN","Laos","LAO","160","Other Social Infrastructure and Services","Completion"," "," ","0.0","0.0"
"33706","1","Technical traininge for Laos' drug control programs (linked to #33768)","","start-actual","","end-actual","China","CHN","Laos","LAO","150","Government and Civil Society","Completion"," "," ","0.0","0.0"
"33700","1","China assists with construction of hospital in Luang Prabang, Laos (Linked to Project #33691)","","start-actual","","end-actual","China","CHN","Laos","LAO","120","Health","Implementation"," "," ","0.0","0.0"
"33693","1","China conducts cow breeding project in Laos (Linked to Project ID #33691)","","start-actual","","end-actual","China","CHN","Laos","LAO","310","Agriculture, Forestry, Fishing","Pipeline/identification"," "," ","0.0","0.0"
"38640","1","2nd Chinese Youth Volunteer Team to Laos","","start-actual","","end-actual","China","CHN","Laos","LAO","430","Other","Completion"," "," ","0.0","0.0"
"38642","1","3rd Chinese Youth Volunteer Team to Laos","","start-actual","","end-actual","China","CHN","Laos","LAO","430","Other","Completion"," "," ","0.0","0.0"
"33703","1","Geological Survey in Vientiane Plain","","start-actual","","end-actual","China","CHN","Laos","LAO","320","Industry, Mining, Construction","Completion"," "," ","0.0","0.0"
"33729","1","13 million yuan of grant aid for ASEAN Summit in Laos","","start-actual","","end-actual","China","CHN","Laos","LAO","150","Government and Civil Society","Completion","2004","2004","2366765.331","0.0"
"38643","1","4th Chinese Youth Volunteer Team to Laos","","start-actual","","end-actual","China","CHN","Laos","LAO","430","Other","Completion"," "," ","0.0","0.0"
"33752","1","China donates to Lao Women Union","","start-actual","","end-actual","China","CHN","Laos","LAO","420","Women","Completion","2004","2004","54464.1293","0.0"
"38674","1","Exim Bank export sellers credit for Nam Mang 3 Hydropower Station (南梦3水电站) ","","start-actual","","end-actual","China","CHN","Laos","LAO","230","Energy Generation and Supply","Completion"," "," ","0.0","0.0"
"33755","1","Grant for Improvement of Patuxai Park (linked to #33757)","","start-actual","","end-actual","China","CHN","Laos","LAO","160","Other Social Infrastructure and Services","Completion","2004","2004","1820588.716","0.0"
"33757","1","China grants 1.9 million yuan worth of office equipment to Laos","","start-actual","","end-actual","China","CHN","Laos","LAO","920","Support to Non-governmental Organizations (NGOs) and Government Organizations","Pipeline/identification","2004","2004","345911.8561","0.0"
"38645","1","5th Chinese Youth Volunteer Team to Laos","","start-actual","","end-actual","China","CHN","Laos","LAO","430","Other","Completion"," "," ","0.0","0.0"
"33768","1","China grants Laos aid for treatment of drug addiction (linked to #33706)","","start-actual","","end-actual","China","CHN","Laos","LAO","120","Health","Completion","2005","2005","124364.9888","0.0"
"33772","1","China signs MOU to develop Laos' internet, cable, mobile phone network","","start-actual","","end-actual","China","CHN","Laos","LAO","220","Communications","Pipeline/identification"," "," ","0.0","0.0"
"38620","1","6th Chinese Youth Volunteer Team to Laos","","start-actual","","end-actual","China","CHN","Laos","LAO","430","Other","Completion"," "," ","0.0","0.0"
"33773","1","China to mine for copper in Laos","","start-actual","","end-actual","China","CHN","Laos","LAO","320","Industry, Mining, Construction","Completion","2006","2006","2153280.914","0.0"
"33809","1","China Exim Bank loan for construction of Nam Khan 2 & 3 hydropower plants ","2011-11-26","start-actual","","end-actual","China","CHN","Laos","LAO","230","Energy Generation and Supply","Implementation","2006","2011","752302519.3","0.0"
"33765","1","Financing for Lao-Chinese Friendship Centre in Vientiane","","start-actual","","end-actual","China","CHN","Laos","LAO","250","Business and Other Services","Implementation","2006","2006","24224410.28","0.0"
"33725","1","China to give package of assistance to Laos","","start-actual","","end-actual","China","CHN","Laos","LAO","430","Other","Pipeline/identification"," "," ","0.0","0.0"
"38800","1","$45 million grant for economic, technical cooperation and debt relief","","start-actual","","end-actual","China","CHN","Laos","LAO","998","Unallocated / Unspecified","Pipeline/identification","2006","2006","60561025.71","0.0"
"33841","1","Agriculture Demonstration Center in Laos","","start-actual","","end-actual","China","CHN","Laos","LAO","310","Agriculture, Forestry, Fishing","Completion"," "," ","0.0","0.0"
"33815","1","Assistance With Building Road, Drug Detox Center","","start-actual","","end-actual","China","CHN","Laos","LAO","430","Other","Completion","2007","2007","794425.3394","0.0"
"33800","1","China Development Bank loan for construction of sports stadium","","start-actual","","end-actual","China","CHN","Laos","LAO","160","Other Social Infrastructure and Services","Completion","2007","2007","107399229.7","0.0"
"33818","1","China donates $50000 for bird flu prevention in Laos","","start-actual","","end-actual","China","CHN","Laos","LAO","120","Health","Completion","2007","2007","59666.23871","0.0"
"38459","1","Chinese Company donates $100,000 to improve television and radio reception","","start-actual","","end-actual","China","CHN","Laos","LAO","220","Communications","Completion","2007","2007","119332.4774","0.0"
"33794","1","Loan for Rebuilding Luang Prabang Airport","","start-actual","","end-actual","China","CHN","Laos","LAO","320","Industry, Mining, Construction","Completion"," "," ","0.0","0.0"
"38710","1","Chinese company aids in construction of Pak Beng project","","start-actual","","end-actual","China","CHN","Laos","LAO","230","Energy Generation and Supply","Pipeline/identification"," "," ","0.0","0.0"
"38715","1","EXIM Bank loan for construction of Pak Lay hydropower project","","start-actual","","end-actual","China","CHN","Laos","LAO","230","Energy Generation and Supply","Pipeline/identification","2007","2007","2028652116.0","0.0"
"38453","1","China conducts study into Laos-Vietnam Railway (linked to #33726)","","start-actual","","end-actual","China","CHN","Laos","LAO","320","Industry, Mining, Construction","Completion","2008","2008","101112.6484","0.0"
"38460","1","China funds university scholarships in Laos","","start-actual","","end-actual","China","CHN","Laos","LAO","110","Education","Completion"," "," ","0.0","0.0"
"38461","1","Chinese government provides relief aid to Laos for Mekong River floods","","start-actual","","end-actual","China","CHN","Laos","LAO","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2008","2008","101112.6484","0.0"
"33832","1","China and Laos sign MOU for feasibility study & building of Nam Ngum hydropower plant","","start-actual","","end-actual","China","CHN","Laos","LAO","230","Energy Generation and Supply","Pipeline/identification"," "," ","0.0","0.0"
"38700","1","China invests in Xepone 3 project","","start-actual","","end-actual","China","CHN","Laos","LAO","230","Energy Generation and Supply","Pipeline/identification"," "," ","0.0","0.0"
"33793","1","China provides Laotian National Assembly with computers, cameras","","start-actual","","end-actual","China","CHN","Laos","LAO","150","Government and Civil Society","Completion","2009","2009","44000.0","0.0"
"33792","1","China to assist with Laos Road No. 13 repairs","","start-actual","","end-actual","China","CHN","Laos","LAO","210","Transport and Storage","Pipeline/identification"," "," ","0.0","0.0"
"35713","1","$50 million loan for construction of Mekong Bridge","","start-actual","","end-actual","China","CHN","Laos","LAO","210","Transport and Storage","Completion","2010","2010","46483814.93","0.0"
"35759","1","Chinese Yunnan Construction Co. provides preferential loan of 16.7 million USD for a Lao Airlines hangar and maintenance training center project","","start-actual","","end-actual","China","CHN","Laos","LAO","210","Transport and Storage","Completion"," "," ","0.0","0.0"
"33822","1","$103 million loan for construction of Nam Theun 2 Irrigation System","","start-actual","","end-actual","China","CHN","Laos","LAO","310","Agriculture, Forestry, Fishing","Implementation","2010","2010","95756658.75","0.0"
"33784","1","China Southern Power Grid signs deal with Laos to build power grid","","start-actual","","end-actual","China","CHN","Laos","LAO","230","Energy Generation and Supply","Pipeline/identification"," "," ","0.0","0.0"
"35757","1","450 million yuan loan for construction of Laos International Conference Center Project","2011-12-31","start-actual","2012-09-30","end-actual","China","CHN","Laos","LAO","160","Other Social Infrastructure and Services","Completion","2011","2012","57731164.25","0.0"
"35764","1","China Development Bank loan for and CWE investment in construction of Nam Ngiep hydropower plant","","start-actual","","end-actual","China","CHN","Laos","LAO","230","Energy Generation and Supply","Completion","2011","2011","285987891.9","0.0"
"35756","1","China assists Laos in upgrading Vientiane's Wattay International Airport","","start-actual","","end-actual","China","CHN","Laos","LAO","210","Transport and Storage","Completion"," "," ","0.0","0.0"
"38960","1","China donates $13,500 worth of office supplies to Laos National University","","start-actual","","end-actual","China","CHN","Laos","LAO","110","Education","Completion","2011","2011","11190.83055","0.0"
"33762","1","China donates $30,000 for Laos flood relief","","start-actual","","end-actual","China","CHN","Laos","LAO","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2011","2011","24868.51234","0.0"
